SEP,Brain Type,Partial Run Supported,Partial Run Technology Type,Partial Run Technology Type ID
WM_calcVRM_COMMON_sync3_wm_rm_startRoadSegment_si2,Mono,False,VRM,16
WM_calcVRM_COMMON_sync4_wm_rm_startRoadSegment_si3,Mono,False,VRM,16
WM_calcVRM_COMMON_sync5_wm_rm_startRoadSegment_si4,Mono,False,VRM,16
WM_calcVRM_COMMON_sync6_wm_rm_startRoadSegment_si5,Mono,False,VRM,16
WM_calcVRM_COMMON_sync7_wm_rm_syncRoadSegment_si0,Mono,False,VRM,16
WM_calcVRM_COMMON_sync8_wm_rm_syncRoadSegment_si1,Mono,False,VRM,16
WM_calcVRM_COMMON_sync9_wm_rm_syncRoadSegment_si2,Mono,False,VRM,16
WM_calcVRM_COMMON_sync10_wm_rm_syncRoadSegment_si3,Mono,False,VRM,16
WM_calcVRM_COMMON_sync11_wm_rm_syncRoadSegment_si4,Mono,False,VRM,16
WM_calcVRM_COMMON_sync12_wm_rm_syncRoadSegment_si5,Mono,False,VRM,16
WM_updateVRM_COMMON,Mono,False,VRM,16
WM_calcVRM_UM,Mono,False,VRM,16
WM_updateVRM_UM,Mono,False,VRM,16
roadProfile,Mono,False,roadProfile,6
roadProfile_A,Mono,False,roadProfile,6
roadProfile_B2,Mono,False,roadProfile,6
roadProfile_B1,Mono,False,roadProfile,6
roadProfile_C,Mono,False,roadProfile,6
processGPSData,Mono,False,N/A,N/A
updateGPSStateSA,Mono,False,N/A,N/A
MEMemSetGPSData,Mono,False,MEMem,11
fcwValidationUpdatePitchYaw_VCL,Mono,False,N/A,N/A
fcwValidationUpdatePitchYaw_PED,Mono,False,N/A,N/A
VD3DDetection_MF_trackingMultiFrames,Mono,False,N/A,N/A
VD3DDetection_MF_alignMultiFrames,Mono,False,N/A,N/A
VD3DDetection_MF_killBadMultiFrames,Mono,False,N/A,N/A
VD3DDetection_preCalcPerpendicularMotion,Mono,False,N/A,N/A
VD3DDetection_calcTRKsignature,Mono,False,N/A,N/A
VD3DDetection_collectMembers_SingleCamera,Mono,False,N/A,N/A
VD3DDetection_createFriendships_SingleCamera,Mono,False,N/A,N/A
VD3DDetection_resolveSingleCamClustersConflicts,Mono,False,N/A,N/A
VD3DDetection_updateMultiframes,Mono,False,N/A,N/A
VD3DDetection_collectMFs_fromAllCameras,Mono,False,N/A,N/A
VD3DDetection_MF_populate_2D_candidates,Mono,False,N/A,N/A
vclInjectVD3DpriorityTargetsAsSFs,Mono,False,N/A,N/A
vclCollectFinalSf,Mono,False,N/A,N/A
VD3DDetection_MF_collectWheels,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesOrientation,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesClassification,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoBackbone,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoTrackParams,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoOutOfWarp,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoOrientation,Mono,False,N/A,N/A
VD3DDetection_MF_appendMomoOrientationResults,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoOcclusion,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoMultiClass,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoConfidence,Mono,False,N/A,N/A
VD3DDetection_MF_calcMomoApproval,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesScores,Mono,False,N/A,N/A
VD3DDetection_MF_unifyKillsPostClassification,Mono,False,N/A,N/A
VD3DDetection_MF_calcMulticlassTypes,Mono,False,N/A,N/A
VD3DDetection_MF_calcAndSetTypeInfo,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDirectionNet,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensionsOnRect,Mono,False,N/A,N/A
VD3DDetection_MF_RectAlignment,Mono,False,N/A,N/A
VD3DDetection_MF_FixOrientationWithWheels,Mono,False,N/A,N/A
VD3DDetection_MF_BottomAlignment,Mono,False,N/A,N/A
VD3DDetection_MF_AlignAndApproveVDWheels,Mono,False,N/A,N/A
VD3DDetection_MF_EdgeAlignment,Mono,False,N/A,N/A
VD3DDetection_MF_OrientationFinalDecision,Mono,False,N/A,N/A
VD3DDetection_MF_SemanticOcclusion,Mono,False,N/A,N/A
VD3DDetection_MF_BlinkingBraking,Mono,False,N/A,N/A
VD3DDetection_MF_MomoEndFrame,Mono,False,N/A,N/A
VD3DDetection_MF_correctMFrect__FOR_BITEXACT,Mono,False,N/A,N/A
VD3DDetection_MF_mergeChildren,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetFeaturesExtractor,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetTrackParamsMLP,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetOcclusionMLP,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesTrackNetBoxMLP,Mono,False,N/A,N/A
VD3DDetection_MF_calcMovingNotMovingScoresForMF,Mono,False,N/A,N/A
VD3DDetection_MF_calcMfSignature,Mono,False,N/A,N/A
VD3DDetection_MF_approvalDecision,Mono,False,N/A,N/A
VD3DDetection_MF_solveConflicts,Mono,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_perCam,Mono,False,N/A,N/A
VD3DDetection_MF_approvalConclusion_global,Mono,False,N/A,N/A
VD3DDetection_MF_calcMultiFramesDimensions,Mono,False,N/A,N/A
VD3DDetection_MF_updateDimensionsOcclusionInvalidity,Mono,False,N/A,N/A
VD3DDetection_SEMANTIC_classifiers,Mono,False,N/A,N/A
VD3DDetection_createIdReplacmentMapping,Mono,False,N/A,N/A
VD3DCalcNaiveZAndWarpForAssociation,Mono,False,N/A,N/A
VD3DObjectAssociation_MultiCamera,Mono,False,N/A,N/A
VD3DObjectAssociation_updatePoProperties,Mono,False,N/A,N/A
VD3DObjectAssociation_FinalDecision,Mono,False,N/A,N/A
VD3DEarlyTracking,Mono,False,N/A,N/A
VD3DDetection_concludeFrame,Mono,False,N/A,N/A
ParallaxUpdate,Mono,False,N/A,N/A
ParallaxPost,Mono,False,N/A,N/A
ObjectSensingCollectEgoData,Mono,False,N/A,N/A
Hazard_startFrameRM,Mono,False,Hazard,5
WarpRefinementCalc_near,Mono,False,N/A,N/A
WarpRefinementCalc_far,Mono,False,N/A,N/A
TSRSetFSInfo,Mono,False,TSR,0
NNFS_projectCam,Mono,False,N/A,N/A
NNFS_project,Mono,False,N/A,N/A
NNFS_processFrameAll,Mono,False,N/A,N/A
calcPartialBlockage_sync1_publishDataFromEM,Mono,False,N/A,N/A
NNU_debugger,Mono,False,N/A,N/A
NNFS_processFrame_cam_Lm2_REGULAR_sync1_waitT0Report,Mono,False,N/A,N/A
NNFS_processFrameAll_Lm2,Mono,False,N/A,N/A
NNFS_itrk,Mono,False,N/A,N/A
FP_syncAgendas,Mono,False,N/A,N/A
ChipDSO_syncAgendas,Mono,False,N/A,N/A
meMemHarvesterInitFrame,Mono,False,N/A,N/A
meMemSetSFMSlowData,Mono,False,N/A,N/A
MEMemPredictLocalization,Mono,False,MEMem,11
roadModelREMData,Mono,False,road,12
roadSaveREMData,Mono,False,road,12
MEMemLocalizationUpdateMap,Mono,False,MEMem,11
MEMemNetLocPredict,Mono,False,MEMem,11
MEMemNetLocRunDnns,Mono,False,MEMem,11
MEMemNetLocAggregate,Mono,False,MEMem,11
MEMemCollectHLB,Mono,False,MEMem,11
meMemHarvesterImageToBml,Mono,False,N/A,N/A
MEMemHarvesterWeatherNet,Mono,False,MEMem,11
MEMemAssociateREFS,Mono,False,MEMem,11
MEMemMergeOrSqueezeREFS,Mono,False,MEMem,11
MEMemSplitLongsREFS,Mono,False,MEMem,11
MEMemCreateNewREFS,Mono,False,MEMem,11
MEMemPredictREFS,Mono,False,MEMem,11
MEMemEndFrameREFS,Mono,False,MEMem,11
MEMemCollectREFS,Mono,False,MEMem,11
MEMemProjectAndFilterREFS,Mono,False,MEMem,11
MEMemProcessSingleFrameREFS,Mono,False,MEMem,11
FP_runFrame,Mono,False,N/A,N/A
MEMemInitFrameReport,Mono,False,MEMem,11
MEMemUpdateFrameReport,Mono,False,MEMem,11
MEMemEndFrameReport,Mono,False,MEMem,11
roadFaPostCorrectC0,Mono,False,road,12
hrSpotsGetRoadData,Mono,False,hrSpots,10
hrSpotsReflectorScene,Mono,True,hrSpots,10
hrSpotsUpdateRedReflectorScene,Mono,True,hrSpots,10
hrSpotsMfDecision,Mono,True,hrSpots,10
hrSpotsTrackCouples,Mono,True,hrSpots,10
hrSpotsTrackClearances,Mono,True,hrSpots,10
hrSpotsMergeMFcouplesAndClearances,Mono,True,hrSpots,10
hrSpotsVDMatching,Mono,True,hrSpots,10
hrSpotsCouplesDecisionClassifiers,Mono,False,hrSpots,10
hrSpotsCouplesDecision,Mono,True,hrSpots,10
hrSpotsSyncApprovedVdObjects,Mono,True,hrSpots,10
hrSpotsCalcBrightScene,Mono,True,hrSpots,10
hrSpotsPreparedSharedSceneDetection,Mono,True,hrSpots,10
hrSpotsDecideLitNight,Mono,True,hrSpots,10
hrSpotsPrepareSharedDataSlow,Mono,True,hrSpots,10
SFM2_calcVdpd,Mono,False,N/A,N/A
SFM2_calcEgoMotionPrevT0,Mono,False,N/A,N/A
SFM2_calcHomographyBasline,Mono,False,N/A,N/A
SFM2_calcOpticFlowBaseline,Mono,False,N/A,N/A
SFM2_calcEgoMotionBaseline,Mono,False,N/A,N/A
SFM2_createDisparityImage,Mono,False,N/A,N/A
registerFcwValidationTrackRects_PED_PANICT1,Mono,False,N/A,N/A
updateFcwValidation_PED_PANICT1,Mono,False,N/A,N/A
pedFcwFrameUpdatePanic,Mono,True,Pedestrians,15
updateDriverActivity_PEDS_T0,Mono,True,Pedestrians,15
updateDriverActivity_PEDS_C0,Mono,True,Pedestrians,15
preReporter18fpsForT0,Mono,True,Pedestrians,15
WMEM_runSource_CommonCam_C0,Mono,False,N/A,N/A
WMEM_runSource_CommonCam_C0_sync1_waitFastAgendaData_si1,Mono,False,N/A,N/A
WMEM_Blend_Common,Mono,False,N/A,N/A
WMEM_Update_Common,Mono,False,N/A,N/A
WMEM_calcEgoMotion_late,Mono,False,N/A,N/A
pedInitSingleFrame,Mono,True,Pedestrians,15
fcwValidationClear_PED,Mono,False,N/A,N/A
cliquerAdvanceCliques,Mono,True,Pedestrians,15
sfAsilValidation,Mono,True,Pedestrians,15
cliquerCreateCliquesPart4,Mono,True,Pedestrians,15
cliquerCreateCliquesPart2,Mono,True,Pedestrians,15
cliquerCreateCliquesPart3,Mono,True,Pedestrians,15
registerFcwValidation_PED,Mono,False,N/A,N/A
fillPedResultForCrossing,Mono,True,Pedestrians,15
initXMotionStructs,Mono,True,xMotion,23
prepareCrossingXTracker,Mono,True,xMotion,23
postCrossingXTracker,Mono,True,xMotion,23
prepareCrossingXTracker,Mono,True,xMotion,23
postCrossingXTracker,Mono,True,xMotion,23
prepareCrossingXTracker,Mono,True,xMotion,23
postCrossingXTracker,Mono,True,xMotion,23
prepareCrossingXTrackerT1T0,Mono,True,xMotion,23
postCrossingXTrackerT1T0,Mono,True,xMotion,23
prepareCrossingXTrackerT1T0,Mono,True,xMotion,23
postCrossingXTrackerT1T0,Mono,True,xMotion,23
prepareCrossingXTrackerT1T0,Mono,True,xMotion,23
postCrossingXTrackerT1T0,Mono,True,xMotion,23
crossingMain,Mono,True,xMotion,23
prepareFindNewEdges,Mono,True,xMotion,23
prepareVerticalEdgesL1,Mono,True,xMotion,23
prepareVerticalEdgesL2,Mono,True,xMotion,23
prepareVerticalEdgesL3,Mono,True,xMotion,23
postVerticalEdges,Mono,True,xMotion,23
findEdgesFatherAndInherit,Mono,True,xMotion,23
postFindNewEdges,Mono,True,xMotion,23
vclMarkAllEdgesAsPossiblePassing,Mono,False,N/A,N/A
vclCalcCarSide,Mono,False,N/A,N/A
vclPOCliquesPostTracking,Mono,False,N/A,N/A
registerMarkedForTemplateTracking,Mono,False,N/A,N/A
vclCloseRangeCliquesPostTrackingPostSSD,Mono,False,N/A,N/A
registerFcwValidation_VCL,Mono,False,N/A,N/A
clqKalmanPredict,Mono,True,Pedestrians,15
applyFcwClqTracking,Mono,True,Pedestrians,15
applyFcwClqBackwardTracking,Mono,True,Pedestrians,15
predictClqTracking,Mono,True,Pedestrians,15
applyClqInterTracking,Mono,True,Pedestrians,15
postTrackingRegisterFcwValidation_PED,Mono,False,N/A,N/A
prepFcwValidation_VCL,Mono,False,N/A,N/A
prepFcwValidation_PED,Mono,False,N/A,N/A
prepFcwValidationHarris_VCL,Mono,False,N/A,N/A
prepPointsTracker_VCL,Mono,False,N/A,N/A
trackAndFitModelFcwValidation_VCL,Mono,False,N/A,N/A
prepFcwValidationHarris_PED,Mono,False,N/A,N/A
prepPointsTracker_PED,Mono,False,N/A,N/A
trackAndFitModelFcwValidation_PED,Mono,False,N/A,N/A
postClqInterTracking,Mono,True,Pedestrians,15
postClqBackwardInterTracking,Mono,True,Pedestrians,15
prepareClqTracking,Mono,True,Pedestrians,15
postClqTracking,Mono,True,Pedestrians,15
postClqBackwardTracking,Mono,True,Pedestrians,15
retrackFailed,Mono,True,Pedestrians,15
storeBikesCliquesData,Mono,True,Pedestrians,15
registerFcwValidationTrackRects_PED,Mono,False,N/A,N/A
cliquerPrepareCreateCliques,Mono,True,Pedestrians,15
updateSelfShadowStatus,Mono,True,Pedestrians,15
cliquerAlignNNPart1,Mono,True,Pedestrians,15
objFOERegisterCandidateRect,Mono,False,N/A,N/A
cliquerCreateCliquesPart5,Mono,True,Pedestrians,15
cliquerCreateCliquesPart1,Mono,True,Pedestrians,15
cliquerCreateCliquesPart6,Mono,True,Pedestrians,15
updateSignatures,Mono,True,Pedestrians,15
filterCliquesSplitCliques,Mono,False,N/A,N/A
filterCliquesSetPose,Mono,True,Pedestrians,15
filterCliquesPrune,Mono,False,N/A,N/A
filterCliquesPedObjBig,Mono,False,N/A,N/A
filterCliquesMCRunBackBoneBig,Mono,False,N/A,N/A
filterCliquesFillCrossingInformation,Mono,True,Pedestrians,15
filterCliquesPrepareCrossingFilter,Mono,True,Pedestrians,15
filterCliquesClassifySmall,Mono,False,N/A,N/A
filterCliquesClassifyResidualMotionUpdateFrame,Mono,True,Pedestrians,15
residualMotionPrepare,Mono,False,N/A,N/A
residualMotionPost,Mono,False,N/A,N/A
filterCliquesClassifyResidualMotionGetResult,Mono,True,Pedestrians,15
filterCliquesClassifyMotionSegmentation,Mono,True,Pedestrians,15
filterCliquesClassifyClose,Mono,False,N/A,N/A
filterCliquesClassifyBig,Mono,False,N/A,N/A
filterCliquesClassifyNN,Mono,True,Pedestrians,15
pedOrBikeMF,Mono,True,Pedestrians,15
pedOrBicycleMF,Mono,True,Pedestrians,15
postCrossBicycleCheck,Mono,True,Pedestrians,15
filterCliquesClassifier,Mono,True,Pedestrians,15
fillSpotsArray,Mono,True,Pedestrians,15
crossingLegsMF,Mono,True,Pedestrians,15
detectHeads_2,Mono,True,Pedestrians,15
detectHeads_1,Mono,True,Pedestrians,15
updateCrossingBicycleDecision,Mono,True,Pedestrians,15
ChipDSO_runFrame,Mono,False,N/A,N/A
calcPredictionForC0,Mono,True,Pedestrians,15
fillAsilPredictionForC0,Mono,True,Pedestrians,15
partialRun_store_36fps,Mono,False,N/A,N/A
partialRun_load_36fps,Mono,False,N/A,N/A
roadProfile_post,Mono,False,roadProfile,6
prepAebRecorderEvents,Mono,False,N/A,N/A
IMG3_pyrs_sync1_gtmc_hist_task,Mono,False,N/A,N/A
IMG3_pyrs_sync2_gtmc_task,Mono,False,N/A,N/A
IMG3_pyrs_sync3_ltm_Tone_map_task,Mono,False,N/A,N/A
IMG3_pyrs_sync4_ltm_task,Mono,False,N/A,N/A
IMG3_pyrs_sync5_rtm_task,Mono,False,N/A,N/A
updateReckoning_T1,Mono,False,N/A,N/A
updateEgoMotionResults,Mono,False,N/A,N/A
hrSpotsInitFrame,Mono,True,hrSpots,10
hrSpotsInitFrameReport,Mono,True,hrSpots,10
hrSpotsPredictReportModel,Mono,True,hrSpots,10
runRawProcessor,Mono,False,N/A,N/A
runRawProcessor,Mono,False,N/A,N/A
hrSpotsPostRawPredictPosition,Mono,False,hrSpots,10
FHM_T1_DONE,Mono,False,N/A,N/A
FHM_SRD_T1_DONE,Mono,False,N/A,N/A
updateWipersDecisionT1,Mono,False,N/A,N/A
updateEffectiveExposureT1,Mono,False,N/A,N/A
updateNavigation,Mono,False,N/A,N/A
updateNavigation2Model,Mono,False,N/A,N/A
copyWiperDecisionOutput,Mono,False,N/A,N/A
WM_updateCalibrationFast,Mono,False,N/A,N/A
WMSM_fastAgenda,Mono,False,N/A,N/A
WMEM_fastAgenda,Mono,False,N/A,N/A
WMEM_updateRepository_fastAgenda,Mono,False,N/A,N/A
roadUpdateSpeed_T1,Mono,False,road,12
predictRoadDropPoints_T1,Mono,False,N/A,N/A
obsPredictionT1,Mono,False,N/A,N/A
removeInvalidMatchedTargetsFullFrameRateClqs,Mono,False,N/A,N/A
obsDNNAlignmentT1,Mono,False,N/A,N/A
fillObsPredictionOutputT1,Mono,False,N/A,N/A
roadUpdateFAMasksT1,Mono,False,road,12
addRoadDropPoints_T1,Mono,False,N/A,N/A
calcPredictionForT1,Mono,True,Pedestrians,15
fillAsilPredictionForT1,Mono,True,Pedestrians,15
WM_calcVRMFast,Mono,False,VRM,16
WM_updateVRMFast,Mono,False,VRM,16
VD3DFAsetEgoMotionT1,Mono,False,N/A,N/A
VD3DFAPredictT1,Mono,False,N/A,N/A
VD3DFAFillObsT1,Mono,False,N/A,N/A
roadUpdateFAVd3dBoxesT1,Mono,False,road,12
hrSpotsUpdateApprovedVdObjects,Mono,True,hrSpots,10
hrSpotsPublishReport,Mono,True,hrSpots,10
WMEM_fastAgendaData,Mono,False,N/A,N/A
SLIPredictReport,Mono,False,N/A,N/A
SLIPublishReport,Mono,False,N/A,N/A
hrSpotsPublishReportStrongRefs,Mono,True,hrSpots,10
SLIDSIFReport,Mono,False,N/A,N/A
MEMemSendEhOutput,Mono,False,MEMem,11
MEMemDecodeTile,Mono,False,MEMem,11
MEMemCommunicateTTP,Mono,False,MEMem,11
MEMemCommunicateCacheApp,Mono,False,MEMem,11
HPP_MAIN_processFrame,Mono,False,N/A,N/A
roadHandleImageT1,Mono,False,road,12
roadUpdateNets_T1,Mono,False,road,12
calcReporter18fpsForT0,Mono,True,Pedestrians,15
updateReporter18fpsForT0,Mono,True,Pedestrians,15
fillAsilReporter18fpsForT0,Mono,True,Pedestrians,15
MEMemInitFrameReport,Mono,False,MEMem,11
MEMemUpdateFrameReport,Mono,False,MEMem,11
MEMemEndFrameReport,Mono,False,MEMem,11
roadFaPostCorrectT1,Mono,False,road,12
partialRun_store_36fps,Mono,False,N/A,N/A
partialRun_load_36fps,Mono,False,N/A,N/A
prepAebRecorderEvents,Mono,False,N/A,N/A
IMG4_pyrs_sync1_gtmc_hist_task,Mono,False,N/A,N/A
IMG4_pyrs_sync2_gtmc_task,Mono,False,N/A,N/A
IMG4_pyrs_sync3_ltm_Tone_map_task,Mono,False,N/A,N/A
IMG4_pyrs_sync4_ltm_task,Mono,False,N/A,N/A
IMG4_pyrs_sync5_rtm_task,Mono,False,N/A,N/A
updateReckoning_C1,Mono,False,N/A,N/A
updateEgoMotionResults,Mono,False,N/A,N/A
savePitchRatePerSec,Mono,False,N/A,N/A
hrSpotsInitFrameReport,Mono,True,hrSpots,10
hrSpotsPredictReportModel,Mono,True,hrSpots,10
runRawProcessor,Mono,False,N/A,N/A
runRawProcessor,Mono,False,N/A,N/A
hrSpotsPostRawPredictPosition,Mono,False,hrSpots,10
SFM2_updateFrameHistory,Mono,False,N/A,N/A
b2bExportPrepSysImages,Mono,False,N/A,N/A
updateWipersDecisionC1,Mono,False,N/A,N/A
updateEffectiveExposureC1,Mono,False,N/A,N/A
runWMBC,Mono,True,WMBC,9
updateNavigation,Mono,False,N/A,N/A
updateNavigation2Model,Mono,False,N/A,N/A
updateNavigation2NMEAInputIF,Mono,False,N/A,N/A
updateNavigation2NMEAInputIF,Mono,False,N/A,N/A
updateNavigation2NMEAInputIF,Mono,False,N/A,N/A
copyWiperDecisionOutput,Mono,False,N/A,N/A
WM_updateCalibrationFast,Mono,False,N/A,N/A
WMSM_fastAgenda,Mono,False,N/A,N/A
WMSM_post,Mono,False,N/A,N/A
WMEM_fastAgenda,Mono,False,N/A,N/A
WMEM_updateRepository_fastAgenda,Mono,False,N/A,N/A
roadUpdateSpeed_C1,Mono,False,road,12
predictRoadDropPoints_C1,Mono,False,N/A,N/A
obsPredictionC1,Mono,False,N/A,N/A
removeInvalidMatchedTargetsFullFrameRateClqs,Mono,False,N/A,N/A
obsDNNAlignmentC1,Mono,False,N/A,N/A
fillObsPredictionOutputC1,Mono,False,N/A,N/A
vclFACamerasUpdate,Mono,False,N/A,N/A
roadUpdateFAMasksC1,Mono,False,road,12
addRoadDropPoints_C1,Mono,False,N/A,N/A
WM_calcVRMFast,Mono,False,VRM,16
WM_updateVRMFast,Mono,False,VRM,16
VD3DFAsetEgoMotionC1,Mono,False,N/A,N/A
VD3DFAPredictC1,Mono,False,N/A,N/A
VD3DFAFillObsC1,Mono,False,N/A,N/A
roadUpdateFAVd3dBoxesC1,Mono,False,road,12
hrSpotsUpdateApprovedVdObjects,Mono,True,hrSpots,10
hrSpotsPublishReport,Mono,True,hrSpots,10
hrSpotsGetVD3DataC1,Mono,False,hrSpots,10
WMEM_fastAgendaData,Mono,False,N/A,N/A
VD3DFACamerasUpdate,Mono,False,N/A,N/A
SLIPredictReport,Mono,False,N/A,N/A
SLIPublishReport,Mono,False,N/A,N/A
hrSpotsPublishReportStrongRefs,Mono,True,hrSpots,10
hrSpotsPublishOnlineCalibrationReport,Mono,True,hrSpots,10
SLIDSIFReport,Mono,False,N/A,N/A
MEMemSendEhOutput,Mono,False,MEMem,11
MEMemDecodeTile,Mono,False,MEMem,11
MEMemCommunicateTTP,Mono,False,MEMem,11
MEMemCommunicateCacheApp,Mono,False,MEMem,11
HPP_MAIN_processFrame,Mono,False,N/A,N/A
roadHandleImageC1,Mono,False,road,12
roadUpdateNets_C1,Mono,False,road,12
MEMemInitFrameReport,Mono,False,MEMem,11
MEMemUpdateFrameReport,Mono,False,MEMem,11
MEMemEndFrameReport,Mono,False,MEMem,11
roadFaPostCorrectC1,Mono,False,road,12
saveT2TimeStamp,Mono,True,Pedestrians,15
prepareGridTracking,Mono,True,Pedestrians,15
afterGridTracking,Mono,False,N/A,N/A
pedNNAttention,Mono,True,Pedestrians,15
findPanicCandidates,Mono,True,Pedestrians,15
panicNNClassifier,Mono,True,Pedestrians,15
panicFinScoreAndApprove,Mono,True,Pedestrians,15
registerFcwValidation_PED_PANICT2,Mono,False,N/A,N/A
registerFcwValidationTrackRects_PED_PANICT2,Mono,False,N/A,N/A
prepFcwValidation_PED_PANICT2,Mono,False,N/A,N/A
prepFcwValidationHarris_PED_PANICT2,Mono,False,N/A,N/A
prepPointsTracker_PED_PANICT2,Mono,False,N/A,N/A
trackAndFitModelFcwValidation_PED_PANICT2,Mono,False,N/A,N/A
updateFcwValidation_PED_PANICT2,Mono,False,N/A,N/A
pedFcwFrameUpdatePanic,Mono,True,Pedestrians,15
pedInitSingleFrame,Mono,True,Pedestrians,15
calcPredictionForC1,Mono,True,Pedestrians,15
fillAsilPredictionForC1,Mono,True,Pedestrians,15
partialRun_store_36fps,Mono,False,N/A,N/A
updateNavigation2NMEAInputIF,Mono,False,N/A,N/A
updateForcedFailsafes,Mono,False,N/A,N/A
prepAebRecorderEvents,Mono,False,N/A,N/A
postAebRecorderEvents,Mono,False,N/A,N/A
fillGPSModelIF,Mono,False,N/A,N/A
calcRectificationCRC_sync1_waitForLastReporter2,Mono,False,N/A,N/A
calcRODataCRC_sync1_waitForLastReporter1,Mono,False,N/A,N/A
WM_updateCalibrationPost,Mono,False,N/A,N/A
SFM2_updateIF,Mono,False,N/A,N/A
SFM2_FrameDebug,Mono,False,N/A,N/A
LC_sfmDetectionPrepare,Mono,False,N/A,N/A
EgoMotion_updateIF,Mono,False,N/A,N/A
endFramePrepSys,Mono,False,N/A,N/A
dumpMetaDataHR,Mono,False,N/A,N/A
cameraToCameraDebugger,Mono,False,N/A,N/A
cliquerAdvanceCliques,Mono,True,Pedestrians,15
sfAsilValidation,Mono,True,Pedestrians,15
cliquerCreateCliquesPart4,Mono,True,Pedestrians,15
cliquerCreateCliquesPart2,Mono,True,Pedestrians,15
cliquerCreateCliquesPart3,Mono,True,Pedestrians,15
clqKalmanPredict,Mono,True,Pedestrians,15
predictClqTracking,Mono,True,Pedestrians,15
b2bExportPrepSysImages,Mono,False,N/A,N/A
applyClqInterTracking,Mono,True,Pedestrians,15
postClqInterTracking,Mono,True,Pedestrians,15
postClqBackwardInterTracking,Mono,True,Pedestrians,15
prepareClqTracking,Mono,True,Pedestrians,15
postClqTracking,Mono,True,Pedestrians,15
postClqBackwardTracking,Mono,True,Pedestrians,15
retrackFailed,Mono,True,Pedestrians,15
storeBikesCliquesData,Mono,True,Pedestrians,15
cliquerPrepareCreateCliques,Mono,True,Pedestrians,15
cliquerAlignNNPart1,Mono,True,Pedestrians,15
cliquerCreateCliquesPart5,Mono,True,Pedestrians,15
cliquerCreateCliquesPart1_T2,Mono,True,Pedestrians,15
cliquerCreateCliquesPart6,Mono,True,Pedestrians,15
filterCliquesSplitCliques,Mono,False,N/A,N/A
filterCliquesSetPose,Mono,True,Pedestrians,15
filterCliquesPrune,Mono,False,N/A,N/A
filterCliquesPedObjBig,Mono,False,N/A,N/A
filterCliquesMCRunBackBoneBig,Mono,False,N/A,N/A
filterCliquesClassifySmall,Mono,False,N/A,N/A
filterCliquesClassifyClose,Mono,False,N/A,N/A
filterCliquesClassifyBig,Mono,False,N/A,N/A
filterCliquesClassifyNN,Mono,True,Pedestrians,15
pedOrBikeMF,Mono,True,Pedestrians,15
pedOrBicycleMF,Mono,True,Pedestrians,15
postCrossBicycleCheck,Mono,True,Pedestrians,15
filterCliquesClassifier,Mono,True,Pedestrians,15
crossingLegsMF,Mono,True,Pedestrians,15
updateCrossingBicycleDecision,Mono,True,Pedestrians,15
WMEM_runSource_CommonCam_T1,Mono,False,N/A,N/A
WMEM_runSource_CommonCam_T1_sync1_waitFastAgendaData_si2,Mono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0,Mono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync1_wm_em_startEmVision_si0,Mono,False,N/A,N/A
WMEM_Blend_Common,Mono,False,N/A,N/A
WMEM_Update_Common,Mono,False,N/A,N/A
validateRoadEdge_run,Mono,False,N/A,N/A
validateRoadEdge_endFrame,Mono,False,N/A,N/A
roadProfile,Mono,False,roadProfile,6
roadProfile_A,Mono,False,roadProfile,6
roadProfile_DNN,Mono,False,roadProfile,6
roadProfile_B2,Mono,False,roadProfile,6
roadProfile_B1,Mono,False,roadProfile,6
roadProfile_C,Mono,False,roadProfile,6
preReporter18fpsForT1,Mono,True,Pedestrians,15
calcReporter18fpsForT1,Mono,True,Pedestrians,15
WMEM_runSource_CommonCam_C1,Mono,False,N/A,N/A
WMEM_runSource_CommonCam_C1_sync1_waitFastAgendaData_si3,Mono,False,N/A,N/A
WMEM_Blend_Common,Mono,False,N/A,N/A
WMEM_Update_Common,Mono,False,N/A,N/A
CalcEmVisionT0_0_sync1_waitFastAgendaData_si0,Mono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync2_wm_em_syncEmVision_si0,Mono,False,N/A,N/A
WMEM_runSources_Non_CommonCam_T0_sync3_wm_em_startEmVision_si1,Mono,False,N/A,N/A
